crime_id,victim_id,location_id,station_id,crime_type,crime_date,crime_time,severity,weapon_used,loss_amount,arrest_made
C001284,V00853,L0280,S058,Theft,2023-12-06,Evening,Medium,None,18636,Yes
C001285,V03152,L0160,S026,Fraud,2024-09-10,Evening,Low,None,50958,Yes
C001286,V01864,L0217,S037,Kidnapping,2023-12-13,Afternoon,Medium,None,323328,No
C001287,V02374,L0208,S056,Burglary,2025-03-16,Evening,Low,Gun,384550,Yes
C001288,V02394,L0110,S011,Theft,2024-09-20,Evening,Low,Gun,265523,No
C001289,V01823,L0232,S073,Theft,2024-11-24,Evening,Low,Knife,230890,No
C001290,V00799,L0281,S056,Kidnapping,2025-03-14,Night,Low,Knife,455066,Yes
C001291,V03109,L0152,S075,Kidnapping,2023-07-05,Afternoon,Low,None,125499,No
C001292,V01927,L0095,S023,Kidnapping,2023-04-10,Evening,High,None,331309,Yes
C001293,V00747,L0165,S038,Burglary,2025-01-07,Morning,Low,None,390217,No
C001294,V02150,L0104,S061,Kidnapping,2025-01-06,Night,Low,Knife,374624,Yes
C001295,V03799,L0028,S069,Theft,2025-12-04,Evening,Low,None,64389,Yes
C001296,V00666,L0151,S002,Fraud,2023-03-19,Evening,Low,Knife,176582,Yes
C001297,V00905,L0219,S032,Cyber Crime,2025-06-13,Night,Low,Gun,78460,No
C001298,V03009,L0142,S032,Cyber Crime,2023-12-01,Morning,Low,None,364154,Yes
C001299,V02174,L0197,S050,Cyber Crime,2025-04-07,Afternoon,Low,Stick,227905,No
C001300,V00526,L0021,S036,Cyber Crime,2025-02-08,Afternoon,High,Knife,179737,No
C001301,V00502,L0267,S050,Theft,2023-04-28,Evening,Medium,None,406600,Yes
C001302,V00284,L0199,S005,Robbery,2023-09-26,Night,Medium,Gun,180099,No
C001303,V02448,L0180,S055,Cyber Crime,2024-11-15,Morning,Low,Knife,278657,Yes
C001304,V00220,L0148,S042,Fraud,2025-10-08,Evening,Medium,Knife,285804,Yes
C001305,V03968,L0180,S017,Fraud,2025-09-26,Afternoon,Low,None,458607,Yes
C001306,V03046,L0026,S021,Kidnapping,2025-10-17,Night,Low,None,135418,No
C001307,V01506,L0256,S047,Cyber Crime,2025-04-25,Evening,Medium,None,483281,No
C001308,V02198,L0247,S054,Kidnapping,2025-01-20,Morning,Medium,Knife,36584,No
C001309,V02170,L0042,S026,Theft,2025-07-26,Afternoon,Low,Stick,196777,Yes
C001310,V02484,L0086,S035,Burglary,2023-06-22,Morning,High,None,455454,Yes
C001311,V00549,L0186,S045,Theft,2023-07-26,Afternoon,Low,Stick,496925,Yes
C001312,V02660,L0141,S022,Burglary,2025-07-31,Evening,Medium,Knife,142473,No
C001313,V03158,L0087,S029,Burglary,2025-01-13,Morning,Low,Knife,353870,Yes
C001314,V02735,L0087,S033,Cyber Crime,2023-05-09,Evening,Medium,None,88723,Yes
C001315,V00353,L0127,S022,Robbery,2025-07-20,Morning,Low,None,278839,Yes
C001316,V00052,L0105,S014,Theft,2025-03-30,Afternoon,High,Gun,72721,Yes
C001317,V01388,L0239,S051,Burglary,2024-07-15,Morning,Medium,Knife,284302,No
C001318,V03478,L0009,S048,Cyber Crime,2024-11-21,Morning,Medium,Knife,331894,Yes
C001319,V00251,L0004,S012,Assault,2023-03-08,Evening,Low,Knife,11658,Yes
C001320,V01342,L0285,S005,Fraud,2023-03-20,Night,Low,None,293923,Yes
C001321,V02891,L0063,S017,Cyber Crime,2024-02-01,Night,Low,Stick,440840,Yes
C001322,V02961,L0049,S061,Fraud,2023-09-23,Morning,High,None,412595,Yes
C001323,V03744,L0294,S036,Assault,2023-08-02,Morning,Medium,None,196918,Yes
C001324,V03532,L0137,S029,Assault,2024-05-03,Afternoon,Low,Knife,425589,Yes
C001325,V03487,L0182,S010,Burglary,2023-12-23,Night,Medium,None,322770,Yes
C001326,V00034,L0246,S008,Robbery,2025-04-29,Afternoon,Low,None,372119,No
C001327,V02179,L0083,S039,Burglary,2024-09-17,Night,Low,Gun,354318,Yes
C001328,V02976,L0231,S033,Robbery,2025-07-26,Night,Medium,Knife,262840,No
C001329,V00779,L0196,S060,Assault,2025-07-14,Night,Medium,None,386255,No
C001330,V01662,L0011,S009,Burglary,2024-01-22,Afternoon,Medium,Knife,297037,No
C001331,V03562,L0292,S034,Cyber Crime,2025-07-14,Night,High,None,175559,Yes
C001332,V01890,L0290,S065,Robbery,2024-06-25,Afternoon,High,None,23843,Yes
C001333,V02839,L0246,S039,Burglary,2025-07-28,Night,High,Gun,92187,No
C001334,V02111,L0215,S008,Kidnapping,2025-04-23,Morning,Low,None,285608,Yes
C001335,V00872,L0293,S038,Cyber Crime,2025-04-08,Night,High,None,39643,Yes
C001336,V00704,L0231,S041,Assault,2024-07-01,Morning,High,Knife,213943,Yes
C001337,V02024,L0241,S058,Kidnapping,2024-06-21,Night,Medium,None,494956,Yes
C001338,V01562,L0267,S023,Assault,2023-08-08,Afternoon,Low,None,419616,Yes
C001339,V02705,L0110,S031,Theft,2025-08-16,Morning,High,None,41232,Yes
C001340,V02626,L0046,S025,Burglary,2023-07-03,Night,Low,None,414951,No
C001341,V03265,L0037,S050,Fraud,2024-09-21,Night,Low,None,22356,Yes
C001342,V01760,L0205,S038,Cyber Crime,2024-07-25,Morning,High,None,4644,Yes
C001343,V03687,L0138,S074,Cyber Crime,2025-07-18,Night,Medium,Gun,417932,No
C001344,V00481,L0211,S025,Robbery,2025-10-16,Afternoon,Low,Knife,167505,Yes
C001345,V03229,L0177,S027,Assault,2025-11-28,Evening,Medium,Knife,129686,Yes
C001346,V01424,L0241,S026,Cyber Crime,2025-04-08,Morning,Medium,None,461432,Yes
C001347,V00488,L0256,S051,Cyber Crime,2023-09-10,Morning,Medium,None,97462,Yes
C001348,V01296,L0035,S022,Cyber Crime,2023-09-30,Night,Medium,None,499440,Yes
C001349,V01288,L0204,S051,Fraud,2024-01-22,Night,Medium,Stick,477766,Yes
C001350,V03328,L0233,S005,Burglary,2025-11-09,Morning,Medium,None,425266,Yes
C001351,V01268,L0271,S015,Theft,2025-05-23,Morning,Low,Knife,373350,No
C001352,V03537,L0058,S051,Theft,2024-02-18,Evening,Medium,Knife,54167,No
C001353,V02665,L0267,S062,Assault,2025-01-20,Morning,Medium,Knife,315523,Yes
C001354,V03859,L0196,S036,Assault,2024-01-27,Evening,Medium,Knife,435674,Yes
C001355,V02491,L0215,S037,Theft,2025-01-08,Morning,Low,Knife,478886,No
C001356,V03760,L0254,S036,Robbery,2025-03-03,Afternoon,Low,Knife,37758,No
C001357,V02033,L0169,S051,Cyber Crime,2025-03-14,Morning,High,None,7143,No
C001358,V00108,L0100,S047,Robbery,2025-06-21,Morning,Medium,Gun,54549,Yes
C001359,V00960,L0177,S011,Fraud,2024-10-02,Morning,Low,None,368788,Yes
C001360,V03761,L0202,S026,Robbery,2024-10-23,Morning,Low,None,469857,No
C001361,V00261,L0034,S019,Robbery,2024-09-15,Morning,Low,None,421948,No
C001362,V02354,L0262,S044,Fraud,2023-11-17,Evening,Low,Knife,473745,Yes
C001363,V00260,L0077,S035,Theft,2025-08-30,Evening,Low,Knife,5714,Yes
C001364,V00233,L0241,S020,Theft,2023-10-08,Night,Low,Knife,118033,Yes
C001365,V02304,L0034,S049,Burglary,2024-11-16,Morning,Medium,None,78563,Yes
C001366,V03335,L0293,S012,Theft,2023-03-18,Evening,Low,Gun,298010,Yes
C001367,V00984,L0074,S048,Fraud,2025-08-10,Night,Low,None,449805,No
C001368,V02866,L0120,S039,Cyber Crime,2024-12-29,Afternoon,Low,None,278179,No
C001369,V01221,L0105,S019,Assault,2024-03-24,Morning,Low,None,19807,Yes
C001370,V03800,L0291,S016,Cyber Crime,2024-11-12,Afternoon,Low,None,386525,Yes
C001371,V03249,L0170,S005,Assault,2025-08-31,Night,Low,Gun,195008,Yes
C001372,V01990,L0249,S036,Robbery,2025-05-26,Afternoon,Low,None,318447,Yes
C001373,V00315,L0265,S004,Theft,2025-12-06,Evening,High,Gun,375350,Yes
C001374,V02681,L0146,S057,Robbery,2023-02-15,Evening,Medium,Stick,334234,Yes
C001375,V03345,L0178,S038,Burglary,2024-09-05,Night,Low,Stick,51247,Yes
C001376,V02310,L0066,S073,Assault,2024-06-11,Morning,Medium,None,11050,Yes
C001377,V02889,L0246,S069,Kidnapping,2025-10-30,Night,Low,Knife,38356,Yes
C001378,V01864,L0273,S048,Cyber Crime,2025-05-17,Evening,Medium,None,499565,No
C001379,V01591,L0291,S066,Assault,2024-09-08,Morning,Medium,Stick,484570,Yes
C001380,V03086,L0208,S006,Fraud,2025-01-20,Night,Medium,Stick,2816,Yes
C001381,V02263,L0024,S026,Assault,2024-03-26,Evening,Medium,None,210532,Yes
C001382,V02490,L0139,S027,Robbery,2024-04-20,Morning,Medium,None,351754,Yes
C001383,V03160,L0252,S008,Robbery,2025-07-11,Afternoon,Low,Gun,305878,Yes
C001384,V01582,L0182,S007,Robbery,2024-02-06,Night,Low,None,200189,Yes
C001385,V03904,L0107,S008,Theft,2024-07-08,Afternoon,Low,Stick,340711,Yes
C001386,V03363,L0041,S029,Cyber Crime,2024-07-03,Afternoon,High,None,293983,No
C001387,V01471,L0004,S051,Theft,2023-11-19,Morning,Medium,Knife,66620,Yes
C001388,V02112,L0242,S026,Cyber Crime,2024-04-11,Night,Low,None,106483,Yes
C001389,V03036,L0018,S072,Cyber Crime,2023-11-04,Morning,Medium,None,159286,Yes
C001390,V03795,L0151,S044,Kidnapping,2023-09-15,Morning,Low,Gun,438501,No
C001391,V01110,L0138,S023,Theft,2025-10-23,Afternoon,Low,None,112329,Yes
C001392,V03020,L0170,S042,Robbery,2025-05-25,Night,Medium,Knife,118660,No
C001393,V01603,L0195,S062,Robbery,2025-12-10,Night,High,Knife,180667,Yes
C001394,V02757,L0175,S003,Theft,2023-01-04,Night,Medium,None,462258,No
C001395,V03743,L0106,S036,Robbery,2024-05-14,Morning,Medium,Gun,39109,No
C001396,V00066,L0140,S038,Robbery,2025-12-23,Night,Medium,None,153396,Yes
C001397,V00552,L0088,S012,Fraud,2023-10-04,Morning,Low,None,51994,Yes
C001398,V03215,L0203,S002,Cyber Crime,2024-07-21,Afternoon,Low,None,466060,Yes
C001399,V03495,L0085,S029,Robbery,2025-08-07,Afternoon,Low,None,375851,Yes
C001400,V02343,L0170,S030,Kidnapping,2025-11-01,Evening,Medium,Gun,332156,No
C001401,V00757,L0047,S011,Robbery,2023-05-06,Afternoon,Medium,Gun,39131,Yes
C001402,V00490,L0288,S003,Assault,2023-05-30,Afternoon,Medium,None,436240,No
C001403,V01768,L0060,S002,Kidnapping,2024-09-22,Morning,Low,Stick,186552,Yes
C001404,V00475,L0117,S048,Kidnapping,2025-01-22,Night,Medium,Stick,434194,No
C001405,V01342,L0011,S006,Theft,2023-06-19,Afternoon,Low,Knife,198117,No
C001406,V03925,L0049,S055,Fraud,2025-11-28,Morning,Low,Knife,236290,No
C001407,V00630,L0189,S031,Burglary,2025-01-22,Night,Medium,None,483278,No
C001408,V00406,L0108,S007,Kidnapping,2023-01-02,Night,Medium,Knife,135930,No
C001409,V03065,L0068,S075,Kidnapping,2025-11-25,Evening,High,Stick,15763,Yes
C001410,V03068,L0121,S039,Fraud,2025-08-25,Afternoon,Medium,Knife,422252,No
C001411,V03580,L0100,S014,Theft,2023-05-06,Night,Low,Gun,105583,Yes
C001412,V00782,L0055,S063,Theft,2023-11-25,Morning,High,Knife,44310,Yes
C001413,V02632,L0046,S039,Fraud,2023-05-24,Evening,High,None,381313,Yes
C001414,V01319,L0268,S046,Fraud,2023-05-06,Night,Medium,None,35402,Yes
C001415,V01288,L0036,S019,Cyber Crime,2023-11-18,Morning,Medium,None,28349,Yes
C001416,V01139,L0178,S034,Fraud,2025-12-01,Evening,Medium,None,162135,No
C001417,V03895,L0156,S024,Robbery,2025-09-20,Morning,High,None,384270,Yes
C001418,V00608,L0181,S001,Assault,2023-08-03,Night,High,Stick,325770,Yes
C001419,V02053,L0231,S009,Cyber Crime,2023-08-15,Night,Medium,Knife,401384,Yes
C001420,V03316,L0270,S011,Burglary,2024-03-20,Morning,Medium,Knife,305833,Yes
C001421,V02054,L0094,S064,Kidnapping,2025-09-29,Afternoon,Low,Gun,321445,Yes
C001422,V03920,L0186,S060,Cyber Crime,2023-11-09,Afternoon,Medium,None,368063,Yes
C001423,V00387,L0152,S073,Burglary,2023-03-26,Afternoon,Medium,None,221610,Yes
C001424,V02954,L0284,S029,Assault,2025-07-22,Afternoon,Medium,None,104034,No
C001425,V02668,L0105,S001,Assault,2025-08-07,Night,Low,Knife,297938,Yes
C001426,V01947,L0081,S053,Kidnapping,2023-09-10,Evening,Medium,Knife,488471,Yes
C001427,V03218,L0144,S069,Fraud,2025-03-28,Night,Medium,None,248605,Yes
C001428,V02020,L0021,S061,Assault,2023-11-12,Night,Medium,None,293947,Yes
C001429,V01480,L0133,S044,Theft,2025-03-06,Night,Low,Gun,163713,No
C001430,V02414,L0292,S035,Theft,2025-05-29,Evening,Low,None,171208,No
C001431,V00419,L0132,S061,Theft,2023-12-21,Evening,Low,None,495262,Yes
C001432,V02229,L0108,S014,Kidnapping,2023-10-02,Evening,High,None,46120,Yes
C001433,V02811,L0294,S016,Theft,2023-04-05,Evening,Medium,None,354336,No
C001434,V01516,L0067,S049,Kidnapping,2025-05-12,Morning,Low,Knife,496150,No
C001435,V02341,L0001,S005,Burglary,2025-01-16,Night,High,None,4562,Yes
C001436,V03684,L0195,S015,Burglary,2024-04-03,Night,Medium,None,351720,Yes
C001437,V02077,L0246,S057,Robbery,2023-10-31,Night,Low,Stick,4726,Yes
C001438,V03829,L0258,S061,Assault,2024-04-04,Afternoon,Medium,None,103804,Yes
C001439,V00831,L0108,S009,Cyber Crime,2025-04-01,Morning,Low,None,48362,No
C001440,V01268,L0135,S007,Kidnapping,2024-07-16,Afternoon,Medium,None,296574,No
C001441,V03491,L0254,S022,Assault,2024-12-30,Afternoon,Medium,Gun,109870,No
C001442,V02311,L0221,S025,Fraud,2025-03-28,Night,High,None,402453,Yes
C001443,V03259,L0157,S003,Assault,2023-10-02,Afternoon,Low,None,279359,No
C001444,V00560,L0187,S027,Fraud,2023-09-20,Night,Low,None,190328,Yes
C001445,V01267,L0112,S050,Assault,2023-09-01,Afternoon,Low,Stick,86630,No
C001446,V00746,L0257,S022,Assault,2025-05-23,Morning,Low,Knife,54709,No
C001447,V00292,L0058,S027,Fraud,2023-09-04,Night,High,None,354839,No
C001448,V01624,L0116,S027,Cyber Crime,2023-06-15,Night,Low,Knife,392256,Yes
C001449,V00414,L0006,S067,Burglary,2024-04-25,Evening,High,None,167154,Yes
C001450,V02257,L0181,S035,Fraud,2024-03-05,Night,High,Knife,26339,Yes
C001451,V02495,L0075,S057,Assault,2024-07-08,Morning,Low,None,34667,Yes
C001452,V00894,L0167,S055,Cyber Crime,2024-11-19,Night,High,Knife,416076,Yes
C001453,V02915,L0114,S027,Cyber Crime,2023-05-26,Morning,Low,Stick,228584,No
C001454,V00227,L0115,S035,Theft,2025-07-26,Morning,Low,Knife,40609,Yes
C001455,V03088,L0043,S040,Theft,2024-02-14,Night,High,None,469372,Yes
C001456,V00563,L0119,S058,Assault,2025-04-12,Evening,Low,Knife,123098,Yes
C001457,V01845,L0141,S029,Theft,2025-12-10,Night,Medium,None,427129,Yes
C001458,V01456,L0136,S061,Theft,2023-06-27,Morning,Medium,Knife,190617,Yes
C001459,V00450,L0085,S045,Cyber Crime,2023-10-01,Afternoon,Medium,Stick,382886,Yes
C001460,V03899,L0203,S025,Assault,2024-03-25,Night,High,None,367612,No
C001461,V01415,L0134,S057,Theft,2025-09-30,Afternoon,Low,Stick,211410,Yes
C001462,V03549,L0274,S009,Burglary,2025-06-18,Night,Medium,Knife,233612,Yes
C001463,V01582,L0006,S046,Cyber Crime,2024-07-27,Afternoon,High,None,7157,Yes
C001464,V02700,L0257,S022,Cyber Crime,2025-12-07,Evening,Medium,None,220356,Yes
C001465,V01733,L0147,S068,Fraud,2024-07-12,Morning,Low,Knife,296992,No
C001466,V00370,L0297,S005,Robbery,2025-06-14,Night,Medium,Gun,313371,No
C001467,V01583,L0251,S069,Cyber Crime,2023-12-27,Night,Medium,Knife,490328,Yes
C001468,V00540,L0054,S037,Theft,2024-02-09,Afternoon,High,Knife,199741,Yes
C001469,V00906,L0179,S060,Cyber Crime,2025-01-17,Evening,Low,None,267330,Yes
C001470,V03230,L0199,S020,Theft,2024-02-12,Afternoon,Low,Gun,342289,Yes
C001471,V00487,L0205,S009,Theft,2023-09-18,Night,Medium,None,346727,No
C001472,V01203,L0041,S015,Assault,2024-03-24,Evening,Medium,None,224524,Yes
C001473,V03545,L0227,S037,Burglary,2023-10-21,Afternoon,Low,None,285275,Yes
C001474,V02988,L0233,S034,Burglary,2024-03-03,Evening,Low,Gun,27986,Yes
C001475,V03613,L0009,S029,Kidnapping,2023-05-27,Afternoon,High,None,377016,No
C001476,V02607,L0040,S050,Cyber Crime,2024-10-21,Night,Low,Knife,181056,Yes
C001477,V01027,L0249,S068,Fraud,2024-08-12,Afternoon,Low,Knife,370865,Yes
C001478,V00596,L0181,S047,Kidnapping,2024-08-13,Afternoon,Medium,Knife,449354,No
C001479,V02410,L0147,S009,Assault,2024-03-17,Evening,Medium,Knife,356661,Yes
C001480,V02837,L0139,S015,Fraud,2025-06-05,Morning,Low,Gun,12560,Yes
C001481,V00693,L0180,S022,Cyber Crime,2023-01-24,Night,Low,None,242008,No
C001482,V00192,L0043,S065,Kidnapping,2024-06-26,Morning,Low,None,456062,Yes
C001483,V01741,L0225,S023,Cyber Crime,2024-09-06,Morning,Low,Knife,165433,Yes
C001484,V03563,L0226,S059,Theft,2024-11-05,Afternoon,Medium,Stick,450934,No
C001485,V02935,L0251,S021,Fraud,2024-12-19,Night,Medium,None,369278,No
C001486,V01256,L0235,S024,Robbery,2024-11-07,Night,High,None,47218,No
C001487,V03979,L0283,S045,Theft,2025-11-20,Morning,Medium,Gun,257765,No
C001488,V01177,L0195,S009,Robbery,2024-03-25,Night,Medium,Knife,4096,No
C001489,V00846,L0223,S024,Fraud,2024-06-03,Afternoon,Low,None,383805,Yes
C001490,V00256,L0228,S022,Theft,2025-02-14,Morning,Medium,Knife,408582,No
C001491,V00348,L0295,S059,Theft,2024-05-10,Evening,Medium,Stick,174068,Yes
C001492,V03387,L0069,S010,Cyber Crime,2023-12-28,Night,Low,None,264371,No
C001493,V01564,L0163,S008,Theft,2024-10-20,Afternoon,Low,Knife,232720,No
C001494,V02250,L0069,S044,Fraud,2023-01-11,Night,High,None,35973,Yes
C001495,V02264,L0146,S030,Theft,2023-12-09,Night,Low,None,53575,No
C001496,V03740,L0293,S046,Assault,2025-08-14,Morning,Low,Gun,241514,No
C001497,V01956,L0103,S008,Kidnapping,2023-01-23,Afternoon,Low,None,119216,No
C001498,V01456,L0044,S040,Burglary,2023-05-22,Afternoon,Low,None,305267,Yes
C001499,V00981,L0021,S071,Robbery,2025-11-23,Afternoon,Medium,None,363083,Yes
C001500,V03058,L0234,S027,Fraud,2025-08-21,Morning,Low,Knife,17062,No
C001501,V01483,L0093,S021,Cyber Crime,2023-05-19,Morning,Medium,None,454387,Yes
C001502,V03438,L0082,S029,Assault,2023-02-19,Night,Low,Stick,381229,Yes
C001503,V02839,L0213,S002,Fraud,2023-07-24,Evening,Medium,None,236773,Yes
C001504,V00044,L0300,S064,Robbery,2024-05-14,Evening,Low,Knife,85140,No
C001505,V00626,L0195,S013,Burglary,2023-04-29,Morning,Low,None,370324,Yes
C001506,V00982,L0006,S020,Kidnapping,2024-05-26,Afternoon,High,None,196684,No
C001507,V03440,L0182,S067,Fraud,2024-07-25,Afternoon,Medium,Stick,92369,No
C001508,V00666,L0157,S033,Robbery,2023-09-07,Afternoon,High,Knife,219045,No
C001509,V02223,L0088,S068,Robbery,2024-04-30,Night,Low,None,386297,No
C001510,V01436,L0286,S072,Burglary,2024-02-21,Afternoon,Low,None,66521,Yes
C001511,V00856,L0292,S075,Theft,2024-06-15,Afternoon,Low,Knife,320236,Yes
C001512,V00469,L0237,S049,Theft,2025-10-27,Night,Medium,Stick,147708,No
C001513,V00207,L0106,S036,Kidnapping,2025-08-01,Afternoon,High,Stick,457504,No
C001514,V03327,L0274,S015,Fraud,2025-10-27,Morning,Low,Knife,323170,Yes
C001515,V02120,L0125,S060,Burglary,2024-02-26,Afternoon,Low,None,278103,Yes
C001516,V03442,L0297,S059,Theft,2024-04-30,Evening,High,Knife,372330,No
C001517,V03578,L0062,S068,Kidnapping,2023-10-30,Afternoon,Medium,Stick,314343,No
C001518,V03265,L0017,S072,Theft,2024-12-08,Night,Low,Gun,96985,Yes
C001519,V02047,L0282,S068,Burglary,2024-08-16,Night,Medium,Knife,256822,Yes
C001520,V01145,L0270,S044,Assault,2024-10-09,Morning,Low,None,323315,Yes
C001521,V01308,L0181,S068,Theft,2023-04-04,Afternoon,Medium,Stick,447798,Yes
C001522,V03228,L0107,S001,Assault,2024-07-24,Evening,Medium,None,125082,Yes
C001523,V02352,L0256,S010,Theft,2023-01-27,Morning,Medium,None,279533,No
C001524,V02957,L0275,S031,Cyber Crime,2025-06-18,Night,Low,Knife,160356,No
C001525,V03540,L0198,S017,Assault,2025-06-10,Evening,High,None,350276,Yes
C001526,V02190,L0286,S021,Cyber Crime,2024-12-03,Morning,Medium,None,411189,Yes
C001527,V01829,L0038,S030,Fraud,2024-04-09,Afternoon,Low,Knife,33444,No
C001528,V00395,L0194,S072,Robbery,2024-05-31,Afternoon,Medium,Gun,429765,Yes
C001529,V02313,L0056,S021,Theft,2023-08-28,Evening,High,None,466823,Yes
C001530,V00229,L0032,S022,Theft,2024-11-10,Afternoon,Low,None,82502,Yes
C001531,V00586,L0193,S015,Theft,2025-04-27,Night,Medium,Knife,373777,No
C001532,V00897,L0134,S033,Fraud,2024-09-29,Night,Medium,Gun,41644,Yes
C001533,V02478,L0299,S027,Fraud,2023-08-14,Evening,Low,None,213505,Yes
C001534,V03920,L0038,S038,Theft,2023-09-12,Evening,Medium,Knife,494816,No
C001535,V03267,L0281,S043,Theft,2024-10-25,Night,Low,Knife,449750,Yes
C001536,V03216,L0116,S068,Kidnapping,2023-03-18,Evening,Medium,Stick,432528,Yes
C001537,V02316,L0134,S055,Cyber Crime,2023-02-26,Morning,High,None,372805,Yes
C001538,V02614,L0223,S004,Cyber Crime,2023-09-15,Afternoon,High,None,109138,Yes
C001539,V01874,L0205,S018,Theft,2025-06-08,Night,Low,None,148240,No
C001540,V00565,L0025,S039,Assault,2025-01-21,Night,Low,None,139553,No
C001541,V02177,L0216,S009,Robbery,2023-11-10,Afternoon,Medium,None,42063,No
C001542,V00534,L0019,S017,Robbery,2024-09-04,Morning,Low,Gun,296691,Yes
C001543,V03044,L0061,S062,Kidnapping,2023-05-24,Morning,Low,None,386082,No
C001544,V00318,L0103,S055,Fraud,2025-11-14,Evening,High,Knife,487411,No
C001545,V03482,L0010,S004,Burglary,2023-02-05,Morning,Low,None,21749,No
C001546,V02544,L0259,S071,Robbery,2024-02-11,Night,Medium,Stick,100702,Yes
C001547,V03691,L0069,S020,Burglary,2024-12-29,Night,Medium,None,219293,Yes
C001548,V01095,L0245,S069,Kidnapping,2025-05-01,Afternoon,Medium,Knife,265446,No
C001549,V01960,L0195,S061,Assault,2024-02-10,Morning,Medium,None,159167,Yes
C001550,V03645,L0073,S011,Fraud,2025-05-10,Evening,High,None,49561,Yes
C001551,V03693,L0176,S014,Robbery,2025-07-29,Afternoon,Low,Knife,35876,No
C001552,V01000,L0189,S025,Fraud,2025-01-24,Evening,High,Knife,341172,Yes
C001553,V01162,L0168,S074,Fraud,2023-03-06,Night,Low,None,414143,No
C001554,V01710,L0284,S011,Robbery,2024-01-31,Evening,Medium,None,56996,No
C001555,V02760,L0053,S001,Theft,2024-10-01,Night,High,Stick,228892,Yes
C001556,V02782,L0068,S050,Cyber Crime,2025-05-28,Evening,Medium,None,84914,Yes
C001557,V00150,L0036,S075,Assault,2024-11-10,Night,Low,None,118218,Yes
C001558,V03760,L0171,S068,Cyber Crime,2025-12-02,Night,Medium,Knife,466072,No
C001559,V02858,L0256,S073,Burglary,2023-08-07,Morning,Medium,Knife,18538,Yes
C001560,V02889,L0196,S052,Robbery,2023-12-19,Morning,Low,Knife,58666,Yes
C001561,V03755,L0016,S071,Burglary,2025-06-12,Night,Low,None,389653,Yes
C001562,V03084,L0226,S019,Robbery,2024-06-03,Night,Low,Knife,382757,Yes
C001563,V03377,L0026,S001,Cyber Crime,2023-05-02,Night,Low,Stick,338100,Yes
C001564,V02078,L0290,S011,Burglary,2024-06-11,Night,Medium,None,194005,Yes
C001565,V03306,L0246,S022,Theft,2024-10-10,Night,Medium,Gun,411803,No
C001566,V01007,L0247,S055,Kidnapping,2023-04-06,Morning,Medium,None,257596,Yes
C001567,V03745,L0230,S007,Theft,2025-04-01,Evening,Low,None,122827,Yes
C001568,V00214,L0057,S075,Assault,2023-10-20,Morning,Medium,None,405983,Yes
C001569,V03358,L0210,S015,Cyber Crime,2024-12-18,Night,Low,None,83555,Yes
C001570,V03319,L0088,S028,Kidnapping,2024-05-21,Evening,Medium,None,460460,Yes
C001571,V02554,L0135,S014,Burglary,2023-10-31,Night,Low,None,45836,Yes
C001572,V03341,L0031,S019,Cyber Crime,2025-06-20,Night,Low,Stick,336338,No
C001573,V01102,L0017,S056,Fraud,2023-12-10,Night,Medium,None,52687,Yes
C001574,V00464,L0097,S010,Robbery,2024-04-05,Night,Low,Knife,281897,Yes
C001575,V02866,L0248,S021,Burglary,2025-09-22,Evening,Medium,None,243344,No
C001576,V03862,L0018,S011,Fraud,2024-02-05,Morning,Medium,None,186545,Yes
C001577,V02713,L0044,S060,Burglary,2024-08-21,Morning,Medium,Knife,425448,Yes
C001578,V02624,L0024,S070,Robbery,2023-01-15,Morning,Medium,None,61688,Yes
C001579,V01971,L0128,S057,Burglary,2024-12-07,Night,Medium,Knife,336620,Yes
C001580,V03805,L0076,S045,Theft,2024-12-09,Evening,Low,Knife,39920,Yes
C001581,V03787,L0118,S026,Assault,2025-06-29,Afternoon,High,None,113604,No
C001582,V02957,L0153,S032,Robbery,2023-11-03,Morning,Low,None,282072,Yes
C001583,V00162,L0001,S031,Robbery,2023-03-04,Morning,Medium,None,485233,Yes
C001584,V01502,L0170,S065,Robbery,2023-12-12,Evening,High,None,43379,No
C001585,V03334,L0262,S034,Assault,2025-12-01,Evening,Medium,Stick,15378,Yes
C001586,V02680,L0180,S041,Assault,2025-04-15,Afternoon,Medium,Knife,94050,No
C001587,V02717,L0103,S028,Robbery,2024-03-23,Afternoon,Low,None,35609,Yes
C001588,V01751,L0078,S002,Kidnapping,2025-11-19,Morning,Low,None,168992,Yes
C001589,V01311,L0040,S055,Fraud,2025-09-13,Afternoon,Medium,None,214747,No
C001590,V00606,L0245,S072,Cyber Crime,2025-04-11,Afternoon,High,None,303627,Yes
C001591,V00993,L0001,S064,Assault,2023-09-02,Evening,High,Gun,156769,No
C001592,V03533,L0042,S033,Kidnapping,2023-11-01,Evening,Low,Stick,38232,Yes
C001593,V00013,L0059,S035,Burglary,2024-05-20,Night,Low,Knife,132558,Yes
C001594,V03627,L0035,S074,Cyber Crime,2023-07-31,Night,High,None,218252,No
C001595,V03709,L0234,S003,Robbery,2024-05-25,Evening,Low,Stick,481730,No
C001596,V03125,L0125,S021,Assault,2023-11-03,Night,Low,Gun,42919,Yes
C001597,V03988,L0141,S055,Theft,2024-08-15,Evening,High,None,243412,Yes
C001598,V02085,L0079,S053,Cyber Crime,2023-11-24,Evening,Low,Gun,38429,Yes
C001599,V01514,L0267,S004,Fraud,2025-03-30,Night,High,Knife,43922,Yes
